Word|Definition|Sentence|Mnemonic|Tag
second|um. 第二秒；第二名；瞬间；二等品第二的；次要的；附加的支持第二；其次；居第二位|She bought a new second yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
secondary|副手；代理人第二的；中等的；次要的；中级的|She bought a new secondary yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
secondhand|二手的；旧的；间接获得的；做旧货生意的间接地；间接听来；以旧货|The movie was quite secondhand.|联想记忆：结合语境多读多用！|Gaokao-Core
secret|秘密；秘诀；机密秘密的；机密的|The secret is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
secretary|秘书；书记；部长；大臣|This secretary helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
section|截面；部分；部门；地区；章节把…分段；将…切片；对…进行划分i. 被切割成片；被分成部分|This section helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
secure|保护；弄到；招致；缚住安全的；无虑的；有把握的；稳当的i. 获得安全；船抛锚；停止工作|Don't secureed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
security|安全；保证；证券；抵押品安全的；保安的；保密的|She bought a new security yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
see|i. 看；看见；领会看见；理解；领会|He always sees on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
seed|种子；根据；精液；萌芽；子孙；原由播种；结实；成熟；去…籽i. 播种；（植物）结实|This seed helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
seek|寻求；寻找；探索；搜索i. 寻找；探索；搜索|They seek together every morning.|联想记忆：结合语境多读多用！|Gaokao-Core
seem|i. 似乎；像是；装作|Don't seemed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
seize|抓住；夺取；理解；逮捕i. 抓住；利用；（机器）卡住|Don't seizeed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
seldom|很少，不常|He spoke seldom.|联想记忆：结合语境多读多用！|Gaokao-Core
select|被挑选者；精萃精选的；挑选出来的；极好的挑选；选拔i. 挑选|The select is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
selfish|自私的；利己主义的|The movie was quite selfish.|联想记忆：结合语境多读多用！|Gaokao-Core
sell|销售；失望；推销术销售；推销；出卖；欺骗i. 卖；出售；受欢迎；有销路|This sell helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
semester|学期；半年|The semester is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
send|上升运动i. 派人；寄信发送，寄；派遣；使进入；发射|The send is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
senior|上司；较年长者；毕业班学生高级的；年长的；地位较高的；年资较深的，资格较老的|She bought a new senior yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sense|感觉，功能；观念；道理；理智感觉到；检测|This sense helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sensible|可感觉到的东西; 敏感的人;明智的; 通情达理的; 合乎情理的; 意识到的，能感觉到的;|This sensible helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sensitive|敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的敏感的人；有灵异能力的人|This sensitive helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sentence|句子，命题；宣判，判决判决，宣判|The sentence is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
separate|.分开；抽印本单独的；分开的；不同的；各自的；使分离；使分开；使分居i. 分开；隔开；分居|This separate helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
series|系列，连续； 串联；级数；丛书|She bought a new series yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
serious|严肃的，严重的；认真的；庄重的；危急的|The movie was quite serious.|联想记忆：结合语境多读多用！|Gaokao-Core
servant|仆人，佣人；公务员；雇工|The servant is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
serve|发球，轮到发球i. 服役，服务；适合，足够；发球；招待，侍候招待，供应；为…服务；对…有用；可作…用|She bought a new serve yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
service|服务，服侍；服役；仪式服务性的；耐用的；服现役的维修，检修；保养|The service is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
set|集合；一套；布景； 装置固定的；规定的；固执的i. (日,月)落沉；凝固；结果树立；点燃；点缀；|The set is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
setting|环境；安装；布置； 沉落放置；沉没；使…处于某位置（set的ing形式）|The setting is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
settle|有背长椅i. 解决；定居；沉淀；下陷解决；安排；使…定居|This settle helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
settler|移居者；殖民者|This settler helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
several|几个的；各自的几个；数个|The several is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
severe|严峻的；严厉的；剧烈的；苛刻的|It was a very severe day.|联想记忆：结合语境多读多用！|Gaokao-Core
sew|缝合，缝上；缝纫i. 缝纫，缝|He always sews on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
sex|性；性别；性行为；色情引起…的性欲；区别…的性别|The sex is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shade|树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别使阴暗；使渐变；为…遮阳；使阴郁；掩盖i. （颜色、色彩等）渐变|She bought a new shade yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shadow|阴影；影子；幽灵；庇护；隐蔽处影子内阁的遮蔽；使朦胧；尾随；预示i. 渐变；变阴暗|The shadow is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shake|摇动；哆嗦动摇；摇动；震动；握手i. 动摇；摇动；发抖|This shake helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shall|aux. 应；会；将；必须|The shall is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shallow|浅滩浅的；肤浅的使变浅i. 变浅|The shallow is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shame|羞耻，羞愧；憾事，带来耻辱的人使丢脸，使羞愧|The shame is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shampoo|洗发；洗发精洗发|She bought a new shampoo yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shape|形状；模型；身材；具体化形成；塑造，使成形；使符合i. 形成；成形；成长|This shape helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
share|份额；股份分享，分担；分配i. 共享；分担|She bought a new share yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sharp|尖头；骗子；内行急剧的；锋利的；强烈的；敏捷的；刺耳的磨快；把音调升高急剧地；锐利地；突然地i. 打扮；升音演奏|This sharp helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sharpen|削尖；磨快；使敏捷；加重i. 尖锐；变锋利|He always sharpens on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
shave|i. 剃须，剃毛剃，削去；修剪；切成薄片；掠刮脸，剃胡子；修面；<口>侥幸逃过，幸免；剃刀，刮刀|This shave helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
she|女人；雌性动物她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）|The she is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sheep|羊，绵羊；胆小鬼|She bought a new sheep yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sheet|薄片，纸张；薄板；床单片状的覆盖；盖上被单；使成大片i. 成片流动；大片落下|The sheet is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shelf|架子；搁板；搁板状物；暗礁|The shelf is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shell|壳，贝壳；炮弹；外形剥皮；炮轰i. 剥落；设定命令行解释器的位置|This shell helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shift|移动；变化；手段；轮班转移；改变；替换i. 移动；转变；转换|The shift is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shine|照射，擦亮；把…的光投向；（口）通过擦拭使…变得有光泽或光i. 发出光；反射光，闪耀；出类拔萃，表现突出；露出；照耀；显露；出众光亮，光泽；好天气；擦亮；晴天；擦皮鞋；鬼把戏或诡计|The shine is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
ship|船；舰；太空船运送，乘船；以船运送i. 上船；乘船旅行；当船员|This ship helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shirt|衬衫；汗衫，内衣|She bought a new shirt yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shock|休克；震惊；震动；打击；禾束堆浓密的；蓬乱的使休克；使震惊；使震动；使受电击；把…堆成禾束堆i. 感到震惊；受到震动；堆成禾束堆|The shock is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shoe|鞋；蹄铁；外胎给……穿上鞋；穿……鞋|This shoe helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shoot|射击；摄影；狩猎；急流射击，射中；拍摄；发芽；使爆炸；给…注射i. 射击；发芽；拍电影|The shoot is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shop|商店；店铺购物i. 购物；买东西|The shop is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shopkeeper|店主，老板|This shopkeeper helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shopper|购物者；顾客|This shopper helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shore|海滨；支柱支撑，使稳住；用支柱撑住|The shore is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
short|短；缺乏；短路；短裤短的；不足的；矮的，低的不足；突然；唐突地|The short is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
shortage|缺乏，缺少；不足|This shortage helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shortcoming|缺点；短处|She bought a new shortcoming yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shortcut|捷径；被切短的东西|She bought a new shortcut yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shorten|缩短；减少；变短i. 缩短；变短|He always shortens on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
shortly|立刻；简短地；唐突地|They worked shortly to meet the deadline.|联想记忆：结合语境多读多用！|Gaokao-Core
shortsighted|目光短浅的；近视的|She felt shortsighted after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
shot|发射；炮弹；射手；镜头射击（shoot的过去式和过去分词）用尽的；破旧的；杂色的，闪光的|She bought a new shot yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
should|aux. 应该；就；可能；将要|This should helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shoulder|肩，肩膀；肩部i. 用肩推挤，用肩顶肩负，承担|This shoulder helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shout|呼喊；呼叫i. 呼喊；喊叫；大声说呼喊；大声说|The shout is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
show|显示；表演；炫耀显示；说明；演出；展出i. 显示；说明；指示|This show helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shower|淋浴；（倾泻般出现的）一阵，一大批；阵雨大量地给予；把……弄湿i. 淋浴；下阵雨|She bought a new shower yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shrink|i. 收缩；畏缩收缩；畏缩；<俚>精神病学家使缩小，使收缩|This shrink helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
shut|关闭关闭的；围绕的i. 关上；停止营业关闭；停业；幽禁|She bought a new shut yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
shy|投掷；惊跳害羞的；畏缩的，胆怯的i. 投；畏缩；惊退；厌恶投；乱掷|This shy helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sick|厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的病人使狗去咬；呕吐；追击|The sick is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sickness|疾病；呕吐；弊病|The sickness is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
side|方面；侧面；旁边旁的，侧的同意，支持i. 支持；赞助；偏袒|The side is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sidewalk|人行道|This sidewalk helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sigh|叹息，叹气叹息，叹气i. 叹息，叹气|The sigh is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sight|视力；景象；眼界；见解见票即付的；即席的看见；瞄准i. 瞄准；观看|She bought a new sight yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sightseeing|观光；游览观光（sightsee的ing形式）；游览观光的；游览的|She bought a new sightseeing yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sign|迹象；符号；记号；手势；指示牌签署；示意i. 签署；签名|The sign is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
signal|信号；暗号；导火线显著的；作为信号的标志；用信号通知；表示i. 发信号|The signal is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
signature|署名；签名；信号|She bought a new signature yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
significance|意义；重要性；意思|She bought a new significance yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
silence|沉默；寂静；缄默；不谈；无声状态使沉默；使安静；压制；消除噪音安静！；别作声！|This silence helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
silent|无声电影沉默的；寂静的；无记载的|The silent is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
silk|丝绸；蚕丝；丝织物丝的；丝绸的；丝制的i. （玉米）处于长须的阶段中|She bought a new silk yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
silly|傻瓜愚蠢的；不明事理的；没头脑的|The silly is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
silver|银；银器；银币；银质奖章；餐具；银灰色银的；含银的；有银色光泽的；口才流利的；第二十五周年的婚姻镀银；使有银色光泽i. 变成银色|She bought a new silver yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
similar|类似物相似的|The similar is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
simple|笨蛋；愚蠢的行为；出身低微者简单的；单纯的；天真的|This simple helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
simplify|简化；使单纯；使简易|He always simplifys on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
simply|简单地；仅仅；简直；朴素地；坦白地|He spoke simply.|联想记忆：结合语境多读多用！|Gaokao-Core
since|因为；由于；既然；自…以来；自…以后自…以来；自…以后后来|She finished her homework since.|联想记忆：结合语境多读多用！|Gaokao-Core
sincere|真诚的；诚挚的；真实的|She felt sincere after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
sing|演唱；鸣声；呼啸声唱；用诗赞颂；唱着使i. 唱歌；歌颂；鸣叫；呼号|This sing helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
singer|歌手，歌唱家|This singer helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
single|一个；单打；单程票单一的；单身的；单程的选出i. 击出一垒安打|The single is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sink|水槽；洗涤槽；污水坑i. 下沉；消沉；渗透使下沉；挖掘；使低落|She bought a new sink yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sir|先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师|This sir helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sister|姐妹；（称志同道合者）姐妹；修女；护士姐妹般的；同类型的|The sister is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sit|i. 坐；位于使就座|He always sits on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
site|地点；位置；场所设置；为…选址|She bought a new site yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
situation|情况；形势；处境；位置|This situation helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
size|大小；尺寸一定尺寸的依大小排列i. 可比拟|She bought a new size yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
skate|溜冰；冰鞋i. 滑冰；滑过|The skate is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
ski|滑雪橇i. 滑雪滑雪（用）的|She bought a new ski yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
skier|滑雪的人|The skier is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
skill|技能，技巧；本领，技术|This skill helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
skillful|熟练的；巧妙的|She felt skillful after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
skim|撇；撇去的东西；表层物；瞒报所得的收入脱脂的；撇去浮沫的；表层的略读；撇去…的浮物；从…表面飞掠而过；去除；（为逃税而）隐瞒（部分收入）i. 浏览；掠过|The skim is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
skin|皮肤；外皮剥皮i. 愈合；长皮|She bought a new skin yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
skirt|裙子绕过，回避；位于…边缘i. 沿边走，绕开；环绕|She bought a new skirt yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sky|天空；顶点把…投向空中；把…挂得过高i. 踢或击高空球；把桨叶翘得过高；飞涨|She bought a new sky yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
slang|俚语；行话俚语的用俚语说i. 用粗话骂|She bought a new slang yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
slave|奴隶；从动装置i. 苦干；拼命工作|This slave helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
slavery|奴役；奴隶制度；奴隶身份|The slavery is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sleep|睡眠i. 睡，睡觉|She bought a new sleep yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sleepy|欲睡的；困乏的；不活跃的|She felt sleepy after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
slice|薄片；部分；菜刀，火铲切下；把…分成部分；将…切成薄片i. 切开；割破|She bought a new slice yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
slide|滑动；幻灯片；滑梯；雪崩滑动；使滑动；悄悄地迅速放置i. 滑动；滑落；不知不觉陷入|She bought a new slide yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
slight|怠慢；轻蔑轻微的，少量的；脆弱的；细长的；不重要的轻视，忽略；怠慢|She bought a new slight yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
slim|苗条的；修长的；微小的；差的使…体重减轻；使…苗条i. 减轻体重；变细|He always slims on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
slip|滑，滑倒；片，纸片；错误；下跌；事故串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）滑动的；有活结的；活络的使滑动；滑过；摆脱；塞入；闪开i. 滑动；滑倒；犯错；失足；减退|The slip is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
slippery|滑的；狡猾的；不稳定的|She felt slippery after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
slope|斜坡；倾斜；斜率；扛枪姿势倾斜；使倾斜；扛i. 倾斜；逃走|The slope is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
slow|慢的；减速的；迟钝的放慢；阻碍i. 变慢；变萧条慢慢地；迟缓地|Don't slowed your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
small|小件物品；矮小的人少的，小的；微弱的；几乎没有的；不重要的；幼小的小小地；卑鄙地|The small is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
smart|聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的|The movie was quite smart.|联想记忆：结合语境多读多用！|Gaokao-Core
smash|破碎；扣球；冲突；大败粉碎；使破产；溃裂了不起的；非常轰动的；出色的i. 粉碎；打碎|The smash is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
smell|气味，嗅觉；臭味嗅，闻；察觉到；发出…的气味i. 嗅，闻；有…气味|The smell is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
smile|微笑；笑容；喜色微笑着表示i. 微笑|She bought a new smile yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
smog|烟雾|This smog helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
smoke|烟；抽烟；无常的事物吸烟；抽i. 冒烟，吸烟；抽烟；弥漫|She bought a new smoke yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
smoking|抽烟；冒气吸烟；冒烟（smoke的现在分词）准许吸烟的冒着烟|She bought a new smoking yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
smoky|冒烟的；烟熏味的；熏着的；呛人的；烟状的|The movie was quite smoky.|联想记忆：结合语境多读多用！|Gaokao-Core
smooth|平滑部分；一块平地顺利的；光滑的；平稳的使光滑；消除（障碍等）；使优雅；缓和光滑地；平稳地；流畅地i. 变平静；变平滑|The smooth is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
snack|小吃，快餐；一份，部分i. 吃快餐，吃点心|The snack is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
snake|蛇；阴险的人拉（木材等）；迂回前进i. 迂回前进|The snake is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sneeze|喷嚏i. 打喷嚏|This sneeze helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
snow|雪，积雪；下雪使纷纷落下；使变白i. 降雪|The snow is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
so|所以；因此如此，这么；确是如此这样|She bought a new so yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
soap|肥皂将肥皂涂在……上；对……拍马屁（俚语）i. 用肥皂擦洗|The soap is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
soccer|英式足球，足球|She bought a new soccer yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sociable|联谊会社交的；好交际的；友善的|She bought a new sociable yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
social|联谊会；联欢会社会的，社交的；群居的|The social is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
society|社会；交往；社团；社交界|The society is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sock|重击；给……穿袜短袜；一击正着地；不偏不倚地非常成功的|The sock is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sofa|沙发；长椅|She bought a new sofa yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
soft|柔性；柔软的东西；柔软部分软的，柔软的；温柔的，温和的；软弱的；笨的柔软地；温和地|The soft is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
software|软件|She bought a new software yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
soil|土地；土壤；国家；粪便；务农；温床弄脏；污辱i. 变脏|The soil is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
solar|日光浴室太阳的；日光的；利用太阳光的；与太阳相关的|She bought a new solar yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
soldier|军人； 兵蚁；懒汉；一片烤面包i. 当兵；磨洋工；坚持干；假称害病|This soldier helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
solid|固体；立方体固体的；可靠的；立体的；结实的；一致的|This solid helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
solution|解决方案；溶液；溶解；解答|The solution is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
solve|解决；解答；溶解i. 作解答|They solve together every morning.|联想记忆：结合语境多读多用！|Gaokao-Core
some|一些；某个；大约；相当多的一些；若干；其中的一部分；（数量不确切时用）有些人非常；相当；<美>稍微|This some helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
somebody|大人物；重要人物有人；某人|This somebody helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
somehow|以某种方法；莫名其妙地|They worked somehow to meet the deadline.|联想记忆：结合语境多读多用！|Gaokao-Core
someone|有人，某人|The someone is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
something|重要的人；值得重视的事大约；有点象非常；有点；大约某事；某物|She bought a new something yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sometime|以前的；某一时间的改天；来日；在某一时候|It was a very sometime day.|联想记忆：结合语境多读多用！|Gaokao-Core
sometimes|有时，间或|She finished her homework sometimes.|联想记忆：结合语境多读多用！|Gaokao-Core
somewhere|某个地方在某处；到某处|This somewhere helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
son|儿子；孩子（对年轻人的称呼）；男性后裔|This son helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
song|歌曲；歌唱；诗歌；鸣声|She bought a new song yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
soon|快；不久，一会儿；立刻；宁愿|He spoke soon.|联想记忆：结合语境多读多用！|Gaokao-Core
sore|溃疡，痛处；恨事，伤心事疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的|This sore helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
sorrow|悲伤；懊悔；伤心事为…悲痛i. 懊悔；遗憾；感到悲伤|She bought a new sorrow yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sorry|遗憾的；对不起的，抱歉的对不起，抱歉（表示委婉的拒绝等）|The movie was quite sorry.|联想记忆：结合语境多读多用！|Gaokao-Core
sort|种类；方式；品质将…分类；将…排序；挑选出某物i. 分类；协调；交往|This sort helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
soul|灵魂；心灵；精神；鬼魂美国黑人文化的|She bought a new soul yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sound|声音，语音；噪音；海峡；吵闹；听力范围； 探条健全的，健康的；合理的；可靠的；有效彻底的听（诊）；测量，测…深；使发声；试探；宣告i. 听起来；发出声音；回响；测深彻底地，充分地|This sound helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
soup|汤，羹；马力加速；增加马力|This soup helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
source|来源；水源；原始资料|The source is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
south|南方，南边；南部南的，南方的在南方，向南方|The south is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
southeast|东南；东南地区东南的；来自东南的来自东南|She bought a new southeast yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
southern|南方人南的；南方的|This southern helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
southwest|西南方西南的往西南；来自西南|She bought a new southwest yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sow|母猪播种；散布；使密布i. 播种|The sow is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
soybean|大豆；黄豆|She bought a new soybean yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
space|空间；太空；距离隔开i. 留间隔|She bought a new space yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spacecraft|宇宙飞船，航天器|The spacecraft is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spaceship|宇宙飞船|The spaceship is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spade|铁锹，铲子铲；把……弄实抹平i. 铲|The spade is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spare|剩余；备用零件节约，吝惜；饶恕；分出，分让多余的；瘦的；少量的i. 饶恕，宽恕；节约|She bought a new spare yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
